match_index,bet_outcome,true_outcome,bet_fraction,odds,wealth
235,A,A,0.03323796366462999,"[2.12, 3.88, 3.11]",0.32791292270304634
236,A,A,0.041890812260122944,"[1.98, 3.49, 3.83]",0.36678732717486523
237,A,H,0.05438071363035816,"[1.93, 3.63, 3.85]",0.3468411705725244
238,A,H,0.023241095076229536,"[1.36, 5.92, 7.51]",0.33878020195089764
239,H,D,0.010613508936092114,"[7.36, 4.73, 1.45]",0.3351845552501207
240,A,H,0.04878451445692134,"[2.92, 3.65, 2.43]",0.31883273946878443
241,H,A,0.019325157057285748,"[9.47, 5.42, 1.34]",0.3126712467035455
242,A,D,0.02709570386858458,"[1.41, 5.02, 7.6]",0.30419919919464505
243,A,H,0.04720762936184824,"[2.23, 3.38, 3.47]",0.28983867614689324
244,A,H,0.04809886447576805,"[1.99, 4.09, 3.49]",0.2758977649430678
245,H,A,0.0315794655567792,"[6.01, 4.65, 1.52]",0.2671850609778558
246,A,A,0.038248106134352394,"[2.43, 3.71, 2.83]",0.2858864212805797
247,A,A,0.02166330286297193,"[1.79, 3.5, 5.17]",0.3117122492968933
248,A,H,0.017879840107655347,"[1.19, 8.22, 12.7]",0.3061388841198672
249,A,H,0.035760337507962786,"[2.46, 3.84, 2.73]",0.29519125429942966
